Token,Item Name,Description,Category,SKU,Variation Name,Price,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity r a u l Retail,New Quantity r a u l Retail,Stock Alert Enabled r a u l Retail,Stock Alert Count r a u l Retail,Tax - NY Sales Tax (8.875%)
XG3DWHCDTY4NIHWXFCHJSBPT,Gold Mirror Vase Small,Metal Vase Gold 6 H x 6 W,Vases,,Regular,17.00,,,,,,14,,,,Y
OCUYDVHWF4I234OUBM7OGQ4Q,Gold Pyramid Lantern,Metal Lantern Gold 16 H x 5.5 W,Lanterns,,Regular,32.00,,,,,,90,,,,Y
7XYYRRI3N24V6ELNH3NJNUJM,Gold White Alarm Clock,Gold White Alarm Clock 4.5x4.5 ,Clocks,FR5608,Regular,55.00,,,,,,1,,,,Y
M7OT5S6NU4KRS7K2LLWMIA2C,Gold White Frames,Gold White Frame 8x10 FR0955,Frames,,8x10,75.00,,,,,,4,,,,Y
3X24XR3IHQPAFBV46ZKP7C32,Gold White Frames,,Frames,,5x7,65.00,,,,,,-1,,,,Y
YJX7A4IZNVHTZ7VZUAEURSTL,Gold White Frames,,Frames,,4x6,55.00,,,,,,0,,,,Y
32UYZU2RT3HJOEZ6SK3ZBDNO,Gold White Frames,,Frames,FR3501,2x3,48.00,,,,,,4,,,,Y
4DDGTNSA7OVORWLRLZ5R2TFS,Gospel Footed Vase,Glass Footed Vase Gold 5.5 H x 5 W,"Vases, Footed",,Regular,12.00,,,,,,1,,,,Y
SC32VTKE4NAEW64HAZ775SCJ,Gossamer Candlestick,Glass Candlestick Clear 13.5 H x 1.25 W,Candlesticks,,Regular,15.00,,,,,,-2,,,,Y
HZ75HHXZYF7IOKSX3WS6L6BH,Gothic Candelabra Large,Metal Candelabra Silver 38.5 H x 12 W x 1,Candelabras,,Regular,variable,,,80.00,,,4,,,,Y
EO6WON5Z2WGTFZXB6DSD6SCG,Gothic Candelabra Small,Metal Candelabra Silver 31 H x 12 W x 1,Candelabras,,Regular,variable,,,70.00,,,1,,,,Y
YHBJLZQA7Y7ECXZ5HKN4A2EA,Gothic End Chair,Wood Dining Chair Brown/Oxblood,Chairs,,Regular,80.00,,,,,,,,,,Y
ZVYT3LYQ65O6QLPOZ2AZ6NWM,Gothic Side Chair,Wood Dining Chair Brown/Oxblood,Chairs,,Regular,80.00,,,,,,,,,,Y
KXOEEHMEECJK5P5F7MD6BT6S,Graffiti Painting,,Wall Art,,Regular,25000.00,,,,,,1,,,,N
ZOLBYLFJADOMQUXVVAOKNPM6,Greco-Roman Urn Large,Stone Urn White 34 H x 23 W,Urns,,Regular,variable,,,112.00,,,,,,,Y
EYIKWLVR75ZYLNCQN2IR2NQ6,Greco-Roman Urn Small,Stone Urn White 29 H x 12 W,Urns,,Regular,variable,,,89.00,,,,,,,Y
SCLJCZXIHHAKGF3ACF43NA6J,Green Damask Pot,Green and white damask terracotta pot,Cashpots,,Regular,18.00,,,,,,,,,,Y
BLWBFK7HMY244KXVNMY4NHVJ,Green Goblet,Glassware Green 7 H x 3.25 W,Glassware,,Regular,10.00,,,,,,130,,,,Y
JBTSNAXYDSUC6P43AVGD4X3O,Green Highball,Glassware Green 5.5 H x 3.25 W,Glassware,,Regular,10.00,,,,,,114,,,,Y
NQQI64R5A2MF5T5P2SNYDLOX,Green Tumbler,Glassware Green 3.5 H x 3.5 W,Glassware,,Regular,8.00,,,,,,24,,,,Y
G6YVPG7GJN4T5CGKZJNNQNOO,Green Wine Glass,Glassware Green 6.5 H x 4 W,Glassware,,Regular,10.00,,,,,,429,,,,Y
HNN6VS5SH4MYVQQRC44F4UFB,Grey Bone Box,Wood Decorative Object Grey,Boxes,,Regular,225.00,,,,,,0,,,,Y
UAOR3NVBGZTRYDUDANSOHUEZ,Grey Horn Silver Alarm Clock,,Clocks,FR5602,Regular,55.00,,,,,,4,,,,Y
I5EUODUNVQXKDMSFULGKOMR4,Grey Horn Silver Box,,Boxes,BX1003,"4"" Sq",53.00,,,,,,1,,,,Y
NK337ZK6ZZ7VLLC3O25IAXTJ,Grey Horn Silver Frames,,Frames,FR7055,4x6,65.00,,,,,,3,,,,Y
RPSYJL5UNTZPJJO6KWFX6UKA,Grey Horn Silver Frames,,Frames,FR7054,5x7,70.00,,,,,,3,,,,Y
HLCVYXVMOI54GATDM2AT3UGX,Gunmetal Candlestick Large,Metal Candlestick Black 7 H x 1 W,Candlesticks,,Regular,12.00,,,,,,84,,,,Y
XV3GRTXX44C236OTZCBH3LM5,Gunmetal Candlestick Small,Metal Candlestick Black 4.5 H x 0.75 W,Candlesticks,,Regular,9.00,,,,,,83,,,,Y
MUM4YNO6ND3OQ2ZIS4MG4NTL,Gunmetal Votive,Ceramic Votive Black 3 H x 3 W,Votives,,Regular,12.00,,,,,,1,,,,Y
B5CX6JRIIKU2NIOCAFEKEKVB,Hak Cylinder Vase,"12""H x 10"" W (Small)
18""H x 10"" W (Medium)
14""H x 10"" W (Large)",Vases,,Small,50.00,,,,,,10,,,,Y
NKDHLY3CYVTUI2BJE7JXBZ4P,Hak Cylinder Vase,,Vases,,Medium,58.00,,,,,,12,,,,Y
M35SNLL6GOWCWMSP74YAZEBA,Hak Cylinder Vase,,Vases,,Large,77.00,,,,,,11,,,,Y
Y5AE6XB5PNEOGFJX5Y4WKLMG,Hand Painted Daybed,Fabric Bench White 26 H x 23.5 W x 121 L,Benches,,Regular,2800.00,,,,,,1,,,,Y
PRJOAQ4FXD5XU2J3AMEHQOEI,Handpainted Ceramic Pitcher,Blue and white painted ceramic pitcher with handle,,,Regular,35.00,,,,,,,,,,Y
RLIKVXGRIFM6JBGUK73M2L65,Handrolled Beeswax Candle,,,,"3""",22.00,,,,,,,,,,Y
ZDFWHOQ735OJOW5D6TERQJPI,Handrolled Beeswax Candle,,,,"6""",30.00,,,,,,,,,,Y
2NQ3LVCHVAS6E4YLXOW7HSTY,Hands Over Eyes Monkey Statue,"Gold Decorative Box Statue 6""H",Statues,,Regular,56.00,,,,,,1,,,,Y
RQFDK5MHYSR4YPZXD3Y3JYR6,Harbor Grey Vase Large,Ceramic Vase Grey 7.5 H x 5 W,Vases,,Regular,23.00,,,,,,,,,,Y
E5EU67G242TDE4FVJSI7CPCS,Harbor Grey Vase Small,Ceramic Vase Grey 6 H x 4.5 W,Vases,,Regular,18.00,,,,,,,,,,Y
AWDZH2IRUA366IFJGGJPP5FV,Heather Tray Large,Rope Tray Tan 2.5 H x 24 W x 15 L,Trays,,Regular,300.00,,,,,,2,,,,Y
ZCPEAMS7DRZP3SMGBQF2SCWE,Heather Tray Small,Rope Tray Tan 2.5 H x 13 W x 16.5 L,Trays,,Regular,175.00,,,,,,3,,,,Y
JREA5QTPNZA326DIUHBBMT2W,Hibiscus Decorative Plate,Ceramic Wall Art Floral/Gold 11 W x 11 L,Dinnerware,,Regular,14.00,,,,,,14,,,,Y
SNJF6FTWHTORA43HLF76CAHB,Holiday Fur Trees,,Plant,,Small,20.00,,,,,,,,,,Y
VZXCTNY3BIOY4LYXFCB6M3JV,Holiday Fur Trees,,Plant,,Medium,25.00,,,,,,,,,,Y
AH7SKS2KEASB6DJ7TE7KBCTF,Holiday Fur Trees,,Plant,,Large,45.00,,,,,,,,,,Y
DXHCN67VVCB5O24KXZ3XWTLD,Holiday Stem,,Floral,,Red Rose,4.00,,,,,,,,,,Y
BA5MA2LTVRNUXZ74S4E7HJ2O,Holiday Stem,,Floral,,Long Stem Red Rose,6.00,,,,,,,,,,Y
JLYFLLDRJ6TFDHTA52RC33ZK,Holiday Tree,,Plant,,Medium,200.00,,,,,,,,,,Y
XIRTG52E7KSNSKZZE2FNZVBJ,Holiday Tree,,Plant,,Large,600.00,,,,,,,,,,Y
7AW6M6LBGBT2KU7IYMFE3WJT,Hurricane  Leather Handle,Smoke Glass Hurricane with Leather Handle,Hurricanes,,Regular,128.00,,,,,,2,,,,Y
HD2LUVSGRBZHAHIHV4VFAC7H,Hyacinth,,Floral,,Pink,3.75,,,,,,10000,,,,Y
US4KJGEZKCYSUCDAID6R2YUY,Hyacinth,,Floral,,Purple,3.75,,,,,,9989,,,,Y
GSCGROMI4GOMYXSHSRY5R7SO,Hyacinth,,Floral,,Blue,3.75,,,,,,10000,,,,Y
Z6CQD5JV4TGWQGSNOG5YSAV7,Hyacinth,,Floral,,White,3.75,,,,,,9994,,,,Y
GYZC7YYIAT3UZWC7JFCCO7QY,Hydrangea - Large,,Floral,,Dark Blue,10.00,,,,,,9997,,,,Y
7P2I5VFJSBYUXTRVTUNUKEMZ,Hydrangea - Large,,Floral,,Bright Pink,10.00,,,,,,10000,,,,Y
DJGPWDHXHWIU3UTLHFVYPUUE,Hydrangea - Large,,Floral,,Light Blue,10.00,,,,,,9992,,,,Y
YMFVKEYFVJUJLLCTIWMRXGBQ,Hydrangea - Large,,Floral,,Light Pink,10.00,,,,,,9993,,,,Y
QFBOSX2PYTCY3MELL32JEKVV,Hydrangea - Large,,Floral,,Light Green,10.00,,,,,,9998,,,,Y
ZEVXOSTQZWAXUCLF5GV3GMPU,Hydrangea - Large,,Floral,,Dark Green,10.00,,,,,,10000,,,,Y
PM73UUEZMRD6V3QWRNBES3SK,Hydrangea - Large,,Floral,,White,10.00,,,,,,9993,,,,Y
BURBR7RO2HBXOLBNMHBSD2MZ,Hydrangea - Small,,Floral,,Light Blue,6.00,,,,,,9944,,,,Y
WZY2WQGXR565OFM6GJJEIFRM,Hydrangea - Small,,Floral,,Light Green,6.00,,,,,,9939,,,,Y
YM7YPFFRMLCUPXYLHNRYEQ2B,Hydrangea - Small,,Floral,,Dark Green,6.00,,,,,,9973,,,,Y
X7WL3PGFAW4PK4NB7HBU6ZWK,Hydrangea - Small,,Floral,,White,6.00,,,,,,9984,,,,Y
ASUGLQLUQOMDUZL3DKWWXGIK,Hydrangea - Small,,Floral,,Light Pink,6.00,,,,,,9964,,,,Y
HVICP4UZY6OISGBIADZKA3YI,Hydrangea - Small,,Floral,,Dark Blue,6.00,,,,,,9997,,,,Y
VHAFHNV6DRD6X27SRUWOQBKN,Hydrangea - Small,,Floral,,Bright Pink,6.00,,,,,,10000,,,,Y
CSYZQ2LGKTZH5EXQPSOMI36P,Imperial Brown Planter,"33” H (Large)
39.5” H (Extra Large)
50” H (Extra Extra Large)

",Cashpots,,Large,325.00,,,,,,2,,,,Y
WJS7SSOP3GPLSL6XQAPSC7BM,Imperial Brown Planter,,Cashpots,,Extra Large,455.00,,,,,,2,,,,Y
ZGFI4IL3PA6YBWJMKAZLWHPC,Imperial Brown Planter,,Cashpots,,Extra Extra Large,485.00,,,,,,2,,,,Y
7AWAERJR5B5W6ZIENWQOYPZR,Indigo Cashpot,Cermamic Cashpot Blue/White 6.5 H x 7 W,Cashpots,,Regular,44.00,,,,,,13,,,,Y
C74KJCXU2JJWT4ZJZH33EAOH,Industrial Vase,Ceramic Vase Grey 31.5 H x 16 W,Vases,,Regular,variable,,,160.00,,,,,,,Y
CFFAX7TDPP34IP7V3P7JYA35,Ivory Candle,,Candlelight,,Regular,4.00,,,,,,-10,,,,Y
GI6PW5ILYGDLBDXH6Y6M2QIY,Ivory Patrician Candle,Unscented Ivory Candle,Candlelight,,Regular,27.00,,,,,,12,,,,Y
2S3KRTLDO2BAML3EPMFYSUVZ,Ivory Pillar Candle,Unscented Ivory Candle,Candlelight,,3x4,10.00,,,3.99,,,5,,,,Y
WHGJ72IOOLNAOXWJ3SWQALN6,Ivory Pillar Candle,,Candlelight,,3x6,15.00,,,,,,7,,,,Y
4PKMF2J7Z6WTGYJYQOMY7F6J,Ivory Pillar Candle,,Candlelight,,4x6,22.00,,,,,,10,,,,Y
KIJOANN7LLQCHKZVFW5I2FJI,Ivory Pillar Candle,,Candlelight,,4x9,30.00,,,,,,10,,,,Y
I5KDLIACIIGN4S2HEBH5NMAV,Iza Pot,"Faded Cement Pot  20"" x 17"" x 20""",Cashpots,,Regular,195.00,,,,,,6,,,,Y
BYEBPV2E34JBFEXKEUXWSK7Y,Jacob Urn,,Urns,,Regular,variable,,,,,,2,,,,Y
GY3SZI3H537C4RJOKEO4V5XT,Jaine Leaf Pot,"Extra Small Cream Cement Finish Pot 19"" x 11"" x 15"" 
Small Cream Cement Finish Pot 19"" x 10"" x 19""
Medium Cream Cement Finish Pot 21"" x 8"" x 19""
Large Cream Cement Finish Pot 13"" x 13"" x 16"" 
Extra Large Cream Cement Finish Pot 16"" x 16"" x 20"" 
Extra Large",Cashpots,,Extra Small,8.00,,,,,,0,,,,Y
3FRKCARPF4GTPE22DQ3RXK47,Jaine Leaf Pot,,Cashpots,,Small,12.00,,,,,,0,,,,Y
45446Y6A2325C3I3O546AXJQ,Jaine Leaf Pot,,Cashpots,,Medium,25.00,,,,,,2,,,,Y
4GTJ6SE6AGAA36OB7QC3U3MY,Jaine Leaf Pot,,Cashpots,,Large,70.00,,,,,,7,,,,Y
YFQCDYD5SX6KJY3UYESZNTUS,Jaine Leaf Pot,,Cashpots,,Extra Large,135.00,,,,,,8,,,,Y
KB2BF6QXM7LCGILC4EJZK5JE,James Daybed,75” L x 28” W x 15” H,Furniture,,Regular,1215.00,,,,,,1,,,,Y
GEWOBEALEKHJNOWM2XBFV5AJ,Jasmine,,Floral,,White,4.00,,,,,,9999,,,,Y
BN62OZH2IXTKIVQ6H2KG34RG,Jasmine,,Floral,,Purple,4.00,,,,,,10000,,,,Y
MQMIGVMOPHXWRNVWSL5HIN3G,Jasmine Tree,,Plant,,Regular,200.00,,,,,,10000,,,,Y
AIVFK5AXLKJX27XAD34G75W3,Jenna Topaz Vase,"46"" H x 15.5"" W",Vases,,Regular,300.00,,,,,,2,,,,Y
QYCCWXVEQRZTWMD4HNVTW2OX,Jewel Stemless Glass,,Glassware,,Blue,10.00,,,,,,,,,,Y
FHXHHD5SCLKJCQUPAFO4WZGG,Jewel Stemless Glass,,Glassware,,Purple,10.00,,,,,,,,,,Y
QKVE7FVMH5KHFIRPHWBNQUK4,Jewel Stemless Glass,,Glassware,,Green,10.00,,,,,,,,,,Y
7Z7KQAU7BKWAZIWPIMZKISB4,Jewel Stemless Glass,,Glassware,,Gold,10.00,,,,,,,,,,Y
L3K6JR2GKIYHQGMCYZ3TORX6,Jewel Wine Glass,,Glassware,,Blue,12.00,,,,,,,,,,Y
APIY3SODHGMSDDKHWM44SHGF,Jewel Wine Glass,,Glassware,,Purple,12.00,,,,,,,,,,Y
GRUXEVSN555BNDHTVYMIPMJA,Jewel Wine Glass,,Glassware,,Green,12.00,,,,,,,,,,Y
AISYHASMYVSVQ7CDDUPV4WM5,Jewel Wine Glass,,Glassware,,Gold,12.00,,,,,,,,,,Y
NUAN77M4K5IXLHZ7DLEKJMXX,Julep Vase,"Metal Footed Vase Silver Extra Small 3.5 H x 3 W
Metal Footed Vase Silver Small 4.75 H x 3.25 W
Metal Footed Vase Silver Medium 5.75 H x 3.5 W
Metal Footed Vase Silver Large 7.25 H x 4.25 W
Metal Footed Vase Silver Extra Large 7.5 H x 4.5 W","Vases, Footed",,Extra Small,7.00,,,7.00,,,,,,,Y
XXVJ7K6ONC2PWZOBV4ZPASPZ,Julep Vase,,"Vases, Footed",,Small,10.00,,,,,,,,,,Y
AJ5T6QAHSVCH3IDYHB52SBLP,Julep Vase,,"Vases, Footed",,Medium,12.00,,,,,,,,,,Y
XKWM5LO2QTBAVHIGSNOSLEYA,Julep Vase,,"Vases, Footed",,Extra Large,18.00,,,18.00,,,,,,,Y
Y6ZIRB7XALMNJFHPUUBW3K7E,Julep Vase,,"Vases, Footed",,Large,17.00,,,,,,,,,,Y
4KZJTQTUG36WPLQUC5K4QOPD,Jungle Goblet,Glassware Print 8 H x 4 W,Glassware,,Regular,10.00,,,,,,16,,,,Y
STDW6XX43GME72HWZEGJMJPW,Jungle Highball,Glassware Print 5.25 H x 3 W,Glassware,,Regular,10.00,,,,,,103,,,,Y
ZKJTA3UJW7JFTYSQMZNLMO6P,Jungle Pitcher,Glassware Print 9.5 H x 5 W x 9 L,Glassware,,Regular,24.00,,,,,,0,,,,Y
NMJZFFUYSTJFHOW7F4YTTTUA,Jungle Shot Glass,Glassware Print 4.75 H x 1.5 W,Glassware,,Regular,6.00,,,,,,-13,,,,Y
JGGRU2BV6M6LKMGK27RXDT6D,Jungle Tumbler,Glassware Print 4 H x 3.25 W,Glassware,,Regular,8.00,,,,,,13,,,,Y
DJKMPD2TCWUKK3AOKP2HLWG6,Jungle Votive,Glass Votive Print 2.25 H x 2.25 W,Votives,,Regular,8.00,,,,,,33,,,,Y
ZO2X2URQNRJKFWLFFWRDBTWJ,Jungle Wine Glass,Glassware Print 8 H x 3.5 W,Glassware,,Regular,12.00,,,,,,24,,,,Y
FSIRZ7RWTN67QMG3W7SDHEJP,Kanya Vase Clear Glass,"10"" H x 7.5"" W",Vases,,Regular,17.00,,,,,,36,,,,Y
ISVADSBL7XQV4KTRPILY6NPJ,Kissing Bench,,Benches,,Regular,3200.00,,,,,,,,,,Y
XSPKAQ3G76AQWDQFURDIAQCI,Kissing Seat,Metal Sofa White 43.5 H x 24 W x 48 L,Chairs,,Regular,600.00,,,,,,1,,,,Y
S4Q4HD6YVD6OK57T3FKOIJYN,Lacquer End Table,,Tables,,Regular,500.00,,,,,,-1,,,,Y
LPXBM5WAVF5K6NKBAAQEGQXD,Lalaland Relaxed Chair,20” L x 30” W x 29” H,Chairs,,Black,295.00,,,,,,2,,,,Y
2OC23MFUINFYEAXYJ3RIQ2WF,Lalaland Relaxed Chair,,Chairs,,Taupe,295.00,,,,,,4,,,,Y
VHIKGPM6U33VQSHX627JUOJ7,Landscape Cashpot,Ceramic Cashpot Blue/White 6 H x 6.5 W,Cashpots,,Regular,35.00,,,,,,19,,,,Y
FK7Q4YQCRARF66LP7CTWX2QS,Lantern Chandelier,Metal Chandelier Silver 36 H x 24 W,Chandeliers,,Regular,variable,,,85.00,,,29,,,,Y
RXWSB5K67TFUGBDWW4AJHJJB,Lattice Vase,Glass Vase Mirror/Metallic 7 H x 4 W,Vases,,Regular,20.00,,,,,,71,,,,Y
ELCNKJTISBVTTP4TUZLTMHRG,Leather Armchair,,Chairs,,Regular,650.00,,,,,,2,,,,Y
VB55ZXVTATUORJGB5C73XME6,Leather Decorative Stool,Around Leather Decorative Stool ,Stools,,Regular,39.00,,,,,,,,,,Y
HOVCDHRUJWUZ4FFFMVOYA7GZ,Leather Dining Chairs,,Chairs,,Regular,850.00,,,,,,4,,,,Y
WHCRFFDCR6SSGN5S5I2XH4TC,Lexi Pot,"Small Cream Ceramic Pot with Decorative Flowers 18"" x 14"" x 14.5""
Medium Cream Ceramic Pot with Decorative Flowers 20"" x 12"" x 14""
Large Cream Ceramic Pot with Decorative Flowers 25"" x 17"" x 11""",Cashpots,,Large,85.00,,,,,,4,,,,Y
C34FAJBVRXCXVC4X5DM32IUT,Lexi Pot,,Cashpots,,Medium,65.00,,,,,,5,,,,Y
N3SBRO3XIEVAVTLZX4PJ62KT,Lexi Pot,,Cashpots,,Small,55.00,,,,,,3,,,,Y
QVE53EPRF3EFW2T4BWFOIFFW,Licorice Vase Large,Glass Vase Black 7 H x 4.75 W,Vases,,Regular,variable,,,10.00,,,,,,,Y
GO74YUBOTPP7FBEWY7BZMZYU,Licorice Vase Medium,Glass Vase Black 4 H x 3.5 W,Vases,,Regular,variable,,,6.00,,,,,,,Y
CLSELCEIU6GWXJVOWAB3FAJL,Licorice Vase Small,Glass Vase Black 3 H x 2.75 W,Vases,,Regular,variable,,,6.00,,,,,,,Y
GUXGCZ2AK2MBAJGKVBLPPZLC,Licorice Vase Wide,Glass Vase Black 4 H x 5.5 W,Vases,,Regular,variable,,,8.00,,,,,,,Y
UNNNFA3QQGDRAZFEOA5HFPRY,Light Blue Gold Box,,Boxes,,4x9,78.00,,,,,,2,,,,Y
ICAWX3BUKE2KATF44OF6F7CG,Light Box Cashpot,Wood Cashpot Brown 5 H x 4.5 W x 13 L,Cashpots,,Regular,13.00,,,,,,3,,,,Y
2DD5MIX3ZL37DEW32XZCNXCC,Lilac,,Floral,,Regular,6.00,,,,,,9971,,,,Y
YDVNF7G43OCMB4HGM665346E,Linen Napkins,Linen cloth dining napkins,Dinnerware,,Blue,7.00,,,,,,,,,,Y
RC6HT57Q63N5BP3JVSTQODYS,Linen Napkins,,Dinnerware,,Grey,7.00,,,,,,,,,,Y
WEQQQUTZ3I73VONWASQLDVNT,Linen Napkins,,Dinnerware,,Green,7.00,,,,,,,,,,Y
IGILXRXG65G3OHZLZNYMRZI7,Linen Napkins,,Dinnerware,,Taupe,7.00,,,,,,,,,,Y
5PMNP7EUKP4YPPUUQCPB6EOR,Linen Napkins,,Dinnerware,,White,7.00,,,,,,,,,,Y
GKTVHHAWUYVXX53EGGHEQSJT,Lion's Tail Decorative Plate,Ceramic Wall Art Floral/Gold 11 W x 11 L,Dinnerware,,Regular,14.00,,,,,,12,,,,Y
P4G7NRHVVPJLNEOQMJLJC4KJ,Lisianthus,,Floral,,Purple,3.00,,,,,,9978,,,,Y
PPS3TV3WTR6IPRV24OZGXVZ3,Lisianthus,,Floral,,Pink,3.00,,,,,,9969,,,,Y
H3C4JMNK4MID7AU2SFDFYNGH,Lisianthus,,Floral,,Rainbow,3.00,,,,,,10000,,,,Y
G7TQD6XN3BZCOGE4UB4S63HR,Lisianthus,,Floral,,White,3.00,,,,,,9951,,,,Y
NA4ZKBGSLPCIKCGVSFTIZC6B,Local Messanger,1-2 Day Delivery for Small Packages or Floral Orders,Shipping,,Car/Van,75.00,,,,,,999996,,,,N
6AREVVG5REFBTIQICL45QGDM,Local Messanger,,Shipping,,Cargo,150.00,,,,,,,,,,N
HOQQQ3IP2NWK4RRI4OFJP6KR,Long Square Vase,Glass Vase Clear 4 H x 4 W x 16 L,Vases,,Regular,50.00,,,24.00,,,-2,,,,Y
DET3QDKRW55BQPI3NV5UQHC3,Luar Cashpot Large,Metal Cashpot Silver 6.75 H x 7 W,Cashpots,,Regular,15.00,,,,,,69,,,,Y
IGZPAO3IWIV6UR7K6GB5ECQV,Luar Cashpot Small,Metal Cashpot Silver 4.25 H x 4.5 W,Cashpots,,Regular,9.00,,,,,,12,,,,Y
JOSQEDPUKPEY4BYIKGYLFON2,Lucrezia Gold Bowl,Metal Footed Bowl Gold 6 H x 6 W x 17.5 L,"Bowls, Footed",,Regular,35.00,,,20.00,,,,,,,Y
6SMGD3EUIUSTCGQALKJB7AEE,Lumière Candelabra,Metal Candleabra Silver 5.5 H x 9.5 W x 0.75,Candelabras,,Regular,variable,,,75.00,,,,,,,Y
XZFAZI4WGK6MZQV67GPOK3F7,Madysen Stool,Fabric Stool,Stools,,Light Brown,90.00,,,,,,11,,,,Y
IK4CPSTCABG6ATJUYTEKCWVB,Madysen Stool,,Stools,,Olive Green,90.00,,,,,,11,,,,Y
CMHVN5XUZWQ6IRE6V7NMQQRW,Madysen Stool,,Stools,,Antique Pink,90.00,,,,,,6,,,,Y
QPPZBNYAMLL55WSDUNPQSAEU,Madysen Stool,,Stools,,Dark Grey,90.00,,,,,,11,,,,Y
FJYG57HCGZB4HP6JT2ORDXQ5,Magnolia Basket,,Baskets,,Small,40.00,,,55.85,Werner Voß,,7,,,,Y
OOWVUHKPIMNTHABOJCLONB45,Magnolia Basket,,Baskets,,Medium,55.00,,,55.85,Werner Voß,,11,,,,Y
AYZRQOEI2OZMRHVRKYTFUXRJ,Magnolia Basket,,Baskets,,Large,75.00,,,55.85,Werner Voß,,10,,,,Y
33HJ6KO6DTQXKBGHFOPS3RBA,Maiden Hair Fern,,Plant,,Regular,145.00,,,,,,9999,,,,Y
BSRZ56TEUMBKESUIF5QW6QKK,Malla Pot,"White Ceramic Pot 11""H x 10""W",Cashpots,,Regular,65.00,,,,,,4,,,,Y
66R5HALQH5DMQYRPXR7774KJ,Mango Wood Cherry Blossom Bowls,,Bowls,,"X-Small (6""R x 2""H)",7.00,,,,,,6,,,,Y
V2L76NJH4YYOBFM62ALLED4A,Mango Wood Cherry Blossom Bowls,,Bowls,,"Small (8""R x 4""H)",11.00,,,,,,7,,,,Y
5AEXV6O6Q36EP4Q23HM4FIZI,Mango Wood Cherry Blossom Bowls,,Bowls,,"Medium (12.5""R x 8""H)",28.00,,,,,,1,,,,Y
7B7TPH4DR623X256HSDK3ITL,Mango Wood Cherry Blossom Bowls,,Bowls,,"Large (14.5""R x 5.5""H)",35.00,,,,,,-4,,,,Y
KQEBI5OKDZ6WGZF74DMN3PDW,Mango Wood Cherry Blossom Bowls,,Bowls,,Salad Server Short,8.00,,,,,,0,,,,Y
A7EI4U7L7ODW45KMNBFZG5ZE,Mango Wood Cherry Blossom Bowls,,Bowls,,Salad Server Long,9.00,,,,,,2,,,,Y
QX7MRQ3KFMB5634HY7UPXC7V,Mango Wood Flamingo Bowls,,Bowls,,"X-Small (6""R x 2""H)",7.00,,,,,,7,,,,Y
2P2M6DSYDD3F5FFPTT7V2PKN,Mango Wood Flamingo Bowls,,Bowls,,"Small (8""R x 4""H)",11.00,,,,,,,,,,Y
B4L5S7I747KWZ2DOVPICWVBM,Mango Wood Flamingo Bowls,,Bowls,,"Medium (8""R x 4.5""H)",28.00,,,,,,-9,,,,Y
ZJST2SG33E6NBQUIBFGOG3OC,Mango Wood Flamingo Bowls,,Bowls,,"Large (12.5""R x 8""H)",35.00,,,,,,8,,,,Y
34UWKA2UCCLVLPRSEW6U7KK3,Mango Wood Flamingo Bowls,,Bowls,,Salad Servers Long,9.00,,,,,,1,,,,Y
KTSTPBM6B774YJL6SYZLFB2Y,Mango Wood Green Bowls,,Bowls,,"X-Small (6""R x 2""H)",7.00,,,,,,-4,,,,Y
Y542L5C2CGGKL34W7QWEQK3M,Mango Wood Green Bowls,,Bowls,,"Small (8""R x 4.5""H)",11.00,,,,,,0,,,,Y
FOZAVQW2A323IHZKQBGVPVIQ,Mango Wood Green Bowls,,Bowls,,"Medium (12.5""R x 8""H)",28.00,,,,,,-1,,,,Y
YXCAQFBCBNU43OQJAY2URHNP,Mango Wood Green Bowls,,Bowls,,"Large (14.5""R x 5.5""H)",35.00,,,,,,4,,,,Y
WPVDAP6JLSIURTADL63EBXKH,Mango Wood Green Bowls,,Bowls,,Salad Server Long,9.00,,,,,,-1,,,,Y
CP7PTLRE34TWAUBRZYROY6XQ,Mango Wood Green Bowls,,Bowls,,Salad Server Short,8.00,,,,,,1,,,,Y
AAC6G53HKXUDDLHRMBCVSEQ2,Mango Wood Paisley Bowls,,Bowls,,"X-Small (6""R x 2""H)",7.00,,,,,,20,,,,Y
QT4PH2EAXUBVLJYSRQE3O6ZY,Mango Wood Paisley Bowls,,Bowls,,"Small (8""R x 4.5""H)",11.00,,,,,,23,,,,Y
QTXGO6LQIF73SIOVPKZZO7ZW,Mango Wood Paisley Bowls,,Bowls,,"Medium (10""R x 6.5""H)",28.00,,,,,,18,,,,Y
LTYYUHEHMV5TE6HRLYYCC3BS,Mango Wood Paisley Bowls,,Bowls,,"Large (12""R x 7""H)",35.00,,,,,,23,,,,Y
AHNTETMFF3CAUJNKYM4NDSLP,Mango Wood Paisley Bowls,,Bowls,,"XL-Large Dish (16""R x 6""H)",71.00,,,,,,21,,,,Y
IVVRHVL2ECHRENZOPEH66YI4,Mango Wood Paisley Bowls,,Bowls,,Salad Server Long,9.00,,,,,,18,,,,Y
QE4YORLKD7PTJFRXAPZVKKBA,Mango Wood Purple Bowls,,Bowls,,"X-Small (6""R x 2""H)",7.00,,,,,,,,,,Y
C5BGJDDOJIHAAIVGJK4OJD23,Mango Wood Purple Bowls,,Bowls,,"Small (8""R x 4.5""H)",11.00,,,,,,-1,,,,Y
